STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        722;20241016;    1;  23.1;  14.4;    1;   0.0;   4;    9.800;   0;   5.1;   7.4;  886.61;    6.8;   75.33;   12.2;    2.1;    1.4;eor
        722;20241017;    1;  17.2;   9.6;    1;   0.0;   0;    5.150;   0;   7.0;  11.8;  885.65;   12.3;   82.46;   15.1;    9.0;    7.9;eor
        722;20241018;    1;   7.5;   3.7;    1;   0.7;   6;    4.483;   0;   7.7;  11.5;  885.49;   13.4;   75.08;   15.3;    9.1;    6.4;eor
        722;20241019;    1;  22.0;  13.3;    1;   2.5;   4;    0.000;   0;   8.0;  11.2;  885.92;    9.0;   97.92;   11.5;    7.8;    7.7;eor
        722;20241020;    1;  22.3;  12.6;    1;   1.8;   6;    7.183;   0;   6.9;  10.8;  889.88;    8.8;   95.54;   11.4;    7.2;    6.8;eor
        722;20241021;    1;  25.2;  13.2;    1;   2.7;   6;    0.000;   0;   8.0;  12.5;  892.10;   10.2;   99.83;   11.3;    8.4;    8.5;eor
        722;20241022;    1;  19.6;  11.5;    1;   0.8;   6;    1.917;   0;   7.5;   9.4;  894.00;    6.3;   97.21;   10.3;    3.9;    3.2;eor
        722;20241023;    1;   9.8;   4.3;    1;   0.0;   0;    5.917;   0;   3.7;   7.9;  900.73;    5.8;   85.50;   11.0;    3.0;    0.4;eor
        722;20241024;    1;  17.3;  10.1;    1;   0.7;   4;    9.217;   0;   2.9;   7.8;  894.83;    7.3;   75.25;   11.4;    5.5;    1.8;eor
        722;20241025;    1;  17.8;   9.9;    1;   0.4;   4;    8.350;   0;   3.1;  10.4;  889.89;    9.6;   87.33;   12.3;    5.6;    5.2;eor
        722;20241026;    1;  13.4;   6.8;    1;   0.0;   0;    9.667;   0;   5.3;  10.7;  889.52;   11.3;   80.00;   13.7;    9.3;    3.8;eor
        722;20241027;    1;  19.5;  10.9;    1;   3.5;   6;    0.067;   0;   7.0;   9.7;  888.86;    8.8;   86.75;   13.8;    5.2;    4.3;eor
        722;20241028;    1;  19.6;  13.0;    1;   2.4;   6;    0.000;   0;   7.9;  10.4;  891.65;    7.4;   99.96;    8.5;    4.9;    5.2;eor
        722;20241029;    1;  18.5;   9.7;    1;   6.3;   6;    0.000;   0;   8.0;  10.2;  892.40;    7.2;   99.96;    8.3;    5.3;    5.1;eor
        722;20241030;    1;  13.0;   6.8;    1;   6.5;   6;    0.033;   0;   7.8;   9.6;  894.07;    6.4;  100.00;    7.5;    4.8;    4.9;eor
        722;20241031;    1;  16.0;   8.2;    1;   0.1;   4;    1.233;   0;   5.7;   8.1;  893.92;    6.1;   88.00;    9.9;    4.5;    3.9;eor
        722;20241101;    1;  19.0;  12.9;    1;   5.7;   6;    8.850;   0;   2.6;   8.3;  890.25;    8.3;   77.67;   12.2;    3.3;    3.5;eor
        722;20241102;    1;  17.6;   5.7;    1;   0.2;   4;    2.900;   0;   5.5;   5.0;  895.22;    1.8;   73.38;    5.3;   -2.2;   -7.4;eor
        722;20241103;    1;   9.4;   4.2;    1;   0.0;   0;    8.817;   0;   4.2;   0.8;  896.44;    8.4;    6.79;   12.9;    4.2;   -5.7;eor
        722;20241104;    1;   8.5;   4.3;    1;   0.0;   0;    9.267;   0;   1.1;   7.0;  896.13;    9.7;   59.46;   13.5;    6.9;    1.2;eor
        722;20241105;    1;   8.0;   5.0;    1;   0.0;   0;    7.167;   0;   5.1;   7.0;  893.05;    9.3;   60.04;   12.3;    7.6;    2.3;eor
        722;20241106;    1;   8.4;   5.3;    1;   0.0;   0;    8.950;   0;   4.0;   7.1;  895.60;    7.2;   69.75;    8.3;    5.2;   -0.2;eor
        722;20241107;    1;  10.3;   6.6;    1;   0.0;   0;    9.250;   0;   0.3;   4.4;  897.92;    7.0;   43.88;    8.6;    5.5;   -0.3;eor
        722;20241108;    1;  14.6;   8.9;    1;   0.6;   4;    0.500;   0;   5.0;   5.0;  893.83;    1.1;   80.21;    7.3;   -1.7;   -1.8;eor
        722;20241109;    1;  10.6;   7.2;    1;   0.0;   0;    8.350;   0;   2.0;   6.6;  892.67;    8.2;   60.67;   11.0;    5.2;   -0.4;eor
        722;20241110;    1;  13.1;   7.2;    1;   0.5;   4;    7.067;   0;   3.3;   8.1;  893.66;    6.7;   83.13;   11.0;    3.0;    3.1;eor
        722;20241111;    1;  14.3;   7.2;    1;   4.7;   8;    0.000;   0;   8.0;   6.7;  891.75;    1.3;   99.04;    3.0;    0.1;    0.2;eor
        722;20241112;    1;  18.7;   9.8;    1;   0.9;   8;    0.017;   0;   7.9;   5.9;  894.90;   -0.3;   99.04;    1.4;   -1.6;   -1.1;eor
        722;20241113;    1;  16.4;   8.1;    1;  10.0;   8;    0.000;   0;   7.9;   5.9;  893.75;   -0.3;   98.71;    1.7;   -1.3;   -1.1;eor
        722;20241114;    1;  19.3;  12.1;    1;   5.4;   4;    0.000;   0;   8.0;   7.0;  889.50;    1.8;   99.96;    3.4;    0.4;    0.6;eor
        722;20241115;    1;  16.9;   8.6;    1;   0.0;   0;    1.800;   0;   6.7;   5.7;  890.31;    2.2;   83.54;    8.6;   -0.1;   -1.3;eor
        722;20241116;    1;  20.7;  12.2;    1;   2.3;   4;    0.000;   0;   6.5;   5.1;  882.71;   -0.5;   90.46;    9.4;   -2.2;   -2.5;eor
        722;20241117;    1;  26.3;  15.5;    1;  11.8;   8;    0.000;   0;   8.0;   5.4;  873.68;   -1.5;   98.00;   -0.3;   -3.1;   -2.6;eor
        722;20241118;    1;  22.5;  13.6;    1;   3.3;   7;    0.067;  19;   7.8;   4.6;  873.06;   -3.3;   96.00;   -2.7;   -3.8;   -3.5;eor
        722;20241119;    1;  39.8;  16.6;    1;  33.6;   4;    0.000;  36;   7.9;   5.4;  860.75;   -1.7;   97.83;    3.4;   -5.6;   -2.5;eor
        722;20241120;    1;  25.3;  15.3;    1;   5.3;   7;    0.000;  30;   8.0;   4.1;  862.19;   -4.9;   95.63;   -4.0;   -5.5;    0.0;eor
        722;20241121;    1;  21.1;  13.6;    1;   1.0;   7;    0.000;  29;   7.8;   3.5;  861.83;   -6.5;   93.67;   -5.3;   -7.4;   -0.6;eor
        722;20241122;    1;  29.1;  15.7;    1;   4.8;   7;    0.000;  29;   7.5;   3.7;  864.59;   -5.9;   93.92;   -4.3;   -8.5;   -5.8;eor
        722;20241123;-999;-999;  17.7;    1;   6.3;   8;-999;  28;   7.4;   4.1;  879.58;   -4.5;   94.63;-999;-999;-999;eor
        722;20241124;    1;  43.7;  26.0;    1;   0.0;   4;    1.500;  28;   7.9;   7.5;  878.18;    4.2;   91.00;    9.2;   -1.6;   -0.5;eor
        722;20241125;    1;  43.1;  22.2;    1;   2.2;   6;    2.167;   1;   6.5;   7.5;  876.41;    6.8;   75.92;    9.1;    2.9;    3.0;eor
