STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
        722;19101129;    1;   2.4;   1;  14;-999;eor
        722;19101130;    1;   0.0;   1;   9;-999;eor
        722;19101201;    1;   0.0;   0;   0;-999;eor
        722;19101202;    1;   0.0;   0;   0;-999;eor
        722;19101203;    1;   1.8;   7;   0;-999;eor
        722;19101204;    1;   0.0;   1;   0;-999;eor
        722;19101205;    1;   0.0;   0;   0;-999;eor
        722;19101206;    1;   0.0;   0;   0;-999;eor
        722;19101207;    1;   0.0;   0;   0;-999;eor
        722;19101208;    1;   0.0;   0;   0;-999;eor
        722;19101209;    1;   0.0;   0;   0;-999;eor
        722;19101210;    1;   0.0;   0;   0;-999;eor
        722;19101211;    1;   0.0;   0;   0;-999;eor
        722;19101212;    1;   0.0;   0;   0;-999;eor
        722;19101213;    1;   0.0;   0;   0;-999;eor
        722;19101214;    1;   0.0;   1;   0;-999;eor
        722;19101215;    1;   8.0;   8;   0;-999;eor
        722;19101216;    1;  21.7;   8;   0;-999;eor
        722;19101217;    1;   5.0;   8;   0;-999;eor
        722;19101218;    1;  11.2;   7;   0;-999;eor
        722;19101219;    1;  11.1;   7;   3;-999;eor
        722;19101220;    1;   6.1;   7;   6;-999;eor
        722;19101221;    1;   0.0;   0;   7;-999;eor
        722;19101222;    1;   0.0;   1;   7;-999;eor
        722;19101223;    1;   2.3;   7;   7;-999;eor
        722;19101224;    1;  16.8;   7;   7;-999;eor
        722;19101225;    1;   8.4;   7;  13;-999;eor
        722;19101226;    1;   6.0;   7;  16;-999;eor
        722;19101227;    1;   7.8;   7;  18;-999;eor
        722;19101228;    1;   0.9;   7;  21;-999;eor
        722;19101229;    1;   8.2;   7;  21;-999;eor
        722;19101230;    1;   8.8;   7;  23;-999;eor
        722;19101231;    1;   4.4;   7;  25;-999;eor
        722;19110101;    1;   6.7;   7;  26;-999;eor
        722;19110102;    1;   2.5;   7;  27;-999;eor
        722;19110103;    1;   2.7;   7;  27;-999;eor
        722;19110104;    1;   0.0;   7;  27;-999;eor
        722;19110105;    1;   1.1;   7;  27;-999;eor
        722;19110106;    1;   0.9;   7;  27;-999;eor
        722;19110107;    1;   0.0;   0;  27;-999;eor
        722;19110108;    1;   0.0;   1;  27;-999;eor
        722;19110109;    1;   6.4;   7;  27;-999;eor
        722;19110110;    1;   2.4;   7;  26;-999;eor
        722;19110111;    1;   1.1;   7;  26;-999;eor
        722;19110112;    1;   3.9;   7;  26;-999;eor
        722;19110113;    1;   3.8;   7;  26;-999;eor
        722;19110114;    1;   0.0;   0;  27;-999;eor
        722;19110115;    1;   0.0;   0;  27;-999;eor
        722;19110116;    1;   0.0;   0;  27;-999;eor
        722;19110117;    1;   0.0;   1;  27;-999;eor
        722;19110118;    1;   0.0;   1;  27;-999;eor
        722;19110119;    1;   0.0;   0;  25;-999;eor
        722;19110120;    1;   0.0;   0;  23;-999;eor
        722;19110121;    1;   0.0;   0;  21;-999;eor
        722;19110122;    1;   0.0;   0;  18;-999;eor
        722;19110123;    1;   0.0;   0;  18;-999;eor
        722;19110124;    1;   0.0;   0;  18;-999;eor
        722;19110125;    1;  10.0;   7;  18;-999;eor
        722;19110126;    1;  13.5;   1;  18;-999;eor
        722;19110127;    1;   1.6;   8;  15;-999;eor
        722;19110128;    1;   2.2;   7;  15;-999;eor
        722;19110129;    1;   0.0;   0;  15;-999;eor
        722;19110130;    1;   6.8;   7;  15;-999;eor
        722;19110131;    1;   1.8;   7;  15;-999;eor
        722;19110201;    1;   6.3;   7;  15;-999;eor
        722;19110202;    1;   7.7;   7;  16;-999;eor
        722;19110203;    1;   0.9;   7;  18;-999;eor
        722;19110204;    1;   2.8;   7;  18;-999;eor
        722;19110205;    1;   0.0;   7;  18;-999;eor
        722;19110206;    1;   0.0;   7;  18;-999;eor
        722;19110207;    1;  15.2;   7;  18;-999;eor
        722;19110208;    1;   1.1;   7;  21;-999;eor
        722;19110209;    1;   0.0;   0;  21;-999;eor
        722;19110210;    1;   0.0;   0;  21;-999;eor
        722;19110211;    1;   1.4;   7;  21;-999;eor
        722;19110212;    1;   0.0;   1;  19;-999;eor
        722;19110213;    1;   0.0;   0;  19;-999;eor
        722;19110214;    1;   0.0;   0;  19;-999;eor
        722;19110215;    1;   2.1;   7;  19;-999;eor
        722;19110216;    1;  10.4;   7;  19;-999;eor
        722;19110217;    1;  23.4;   8;  21;-999;eor
        722;19110218;    1;  18.7;   1;  19;-999;eor
        722;19110219;    1;  21.0;   8;  13;-999;eor
        722;19110220;    1;  12.2;   7;  18;-999;eor
        722;19110221;    1;   7.5;   7;  22;-999;eor
        722;19110222;    1;   9.7;   8;  24;-999;eor
        722;19110223;    1;   7.7;   8;  26;-999;eor
        722;19110224;    1;  19.1;   7;  21;-999;eor
        722;19110225;    1;  13.9;   7;  26;-999;eor
        722;19110226;    1;  18.9;   7;  29;-999;eor
        722;19110227;    1;   1.3;   7;  34;-999;eor
        722;19110228;    1;  13.7;   8;  34;-999;eor
        722;19110301;    1;  10.3;   8;  29;-999;eor
        722;19110302;    1;  21.6;   7;  31;-999;eor
        722;19110303;    1;   2.3;   7;  37;-999;eor
        722;19110304;    1;   9.1;   8;  37;-999;eor
        722;19110305;    1;   5.9;   7;  32;-999;eor
        722;19110306;    1;   2.4;   7;  33;-999;eor
        722;19110307;    1;   2.9;   7;  33;-999;eor
        722;19110308;    1;   4.7;   7;  33;-999;eor
        722;19110309;    1;   0.0;   1;  34;-999;eor
        722;19110310;    1;   0.9;   7;  34;-999;eor
        722;19110311;    1;   0.0;   0;  33;-999;eor
        722;19110312;    1;   0.0;   1;  33;-999;eor
        722;19110313;    1;  17.2;   7;  33;-999;eor
        722;19110314;    1;   3.7;   7;  38;-999;eor
        722;19110315;    1;   2.9;   7;  39;-999;eor
        722;19110316;    1;   7.1;   7;  39;-999;eor
        722;19110317;    1;   0.3;   7;  41;-999;eor
        722;19110318;    1;   0.0;   1;  41;-999;eor
        722;19110319;    1;   0.0;   0;  41;-999;eor
        722;19110320;    1;   0.0;   0;  41;-999;eor
        722;19110321;    1;   0.0;   0;  39;-999;eor
        722;19110322;    1;   0.0;   0;  36;-999;eor
        722;19110323;    1;   0.0;   0;  31;-999;eor
        722;19110324;    1;   1.0;   7;  25;-999;eor
        722;19110325;    1;  40.6;   7;  25;-999;eor
        722;19110326;    1;  40.4;   7;  38;-999;eor
        722;19110327;    1;   0.4;   7;  49;-999;eor
        722;19110328;    1;   0.0;   0;  46;-999;eor
        722;19110329;    1;   0.0;   0;  35;-999;eor
        722;19110330;    1;   0.0;   0;  21;-999;eor
        722;19110331;    1;   0.0;   0;   9;-999;eor
        722;19110401;    1;   0.0;   0;   0;-999;eor
        722;19110402;    1;   1.7;   7;   0;-999;eor
        722;19110403;    1;   8.4;   7;   0;-999;eor
        722;19110404;    1;   2.2;   7;-999;-999;eor
        722;19110405;    1;   1.9;   7;-999;-999;eor
        722;19110406;    1;   9.3;   7;-999;-999;eor
        722;19110407;    1;   3.8;   7;-999;-999;eor
        722;19110408;    1;   2.1;   7;-999;-999;eor
        722;19110409;    1;   1.3;   7;-999;-999;eor
        722;19110410;    1;   2.9;   7;-999;-999;eor
        722;19110411;    1;   0.0;   1;-999;-999;eor
        722;19110412;    1;   7.1;   7;-999;-999;eor
        722;19110413;    1;   0.8;   7;-999;-999;eor
        722;19110414;    1;   0.0;   0;-999;-999;eor
        722;19110415;    1;   0.0;   0;   0;-999;eor
        722;19110416;    1;   0.0;   0;   0;-999;eor
        722;19110417;    1;   0.0;   0;   0;-999;eor
        722;19110418;    1;   0.0;   0;   0;-999;eor
        722;19110419;    1;   0.0;   0;   0;-999;eor
        722;19110420;    1;   1.9;   1;   0;-999;eor
        722;19110421;    1;   0.0;   0;   0;-999;eor
        722;19110422;    1;   0.0;   0;   0;-999;eor
        722;19110423;    1;   0.0;   0;   0;-999;eor
        722;19110424;    1;   0.0;   0;   0;-999;eor
        722;19110425;    1;   0.0;   0;   0;-999;eor
        722;19110426;    1;   6.2;   8;   0;-999;eor
        722;19110427;    1;  21.5;   8;   0;-999;eor
        722;19110428;    1;  12.9;   8;   0;-999;eor
        722;19110429;    1;   7.9;   8;   0;-999;eor
        722;19110430;    1;   3.7;   7;   0;-999;eor
        722;19110501;    1;   5.7;   7;   0;-999;eor
        722;19110502;    1;   0.0;   0;   0;-999;eor
        722;19110503;    1;   0.0;   0;   0;-999;eor
        722;19110504;    1;   0.0;   1;   0;-999;eor
        722;19110505;    1;   1.9;   1;   0;-999;eor
        722;19110506;    1;   0.0;   0;   0;-999;eor
        722;19110507;    1;   0.0;   0;   0;-999;eor
        722;19110508;    1;   0.0;   0;   0;-999;eor
        722;19110509;    1;   0.0;   0;   0;-999;eor
        722;19110510;    1;   0.0;   0;   0;-999;eor
        722;19110511;    1;   0.8;   1;   0;-999;eor
        722;19110512;    1;   0.0;   0;   0;-999;eor
        722;19110513;    1;   0.0;   0;   0;-999;eor
        722;19110514;    1;   4.8;   1;   0;-999;eor
        722;19110515;    1;   0.0;   0;   0;-999;eor
        722;19110516;    1;  11.6;   8;   0;-999;eor
        722;19110517;    1;   1.4;   1;   0;-999;eor
        722;19110518;    1;   1.4;   1;   0;-999;eor
        722;19110519;    1;   0.4;   1;   0;-999;eor
        722;19110520;    1;   0.2;   1;   0;-999;eor
        722;19110521;    1;   0.0;   0;   0;-999;eor
        722;19110522;    1;   0.0;   0;   0;-999;eor
        722;19110523;    1;   2.1;   1;   0;-999;eor
        722;19110524;    1;   9.8;   1;   0;-999;eor
        722;19110525;    1;   4.8;   1;   0;-999;eor
        722;19110526;    1;   0.0;   0;   0;-999;eor
        722;19110527;    1;   5.2;   1;   0;-999;eor
        722;19110528;    1;   1.7;   1;   0;-999;eor
        722;19110529;    1;   0.0;   0;   0;-999;eor
        722;19110530;    1;   0.0;   0;   0;-999;eor
        722;19110531;    1;   0.0;   1;   0;-999;eor
        722;19110601;    1;   0.0;   0;   0;-999;eor
        722;19110602;    1;   0.0;   0;   0;-999;eor
        722;19110603;    1;   0.0;   0;   0;-999;eor
        722;19110604;    1;   0.0;   0;   0;-999;eor
        722;19110605;    1;   0.0;   0;   0;-999;eor
        722;19110606;    1;   0.0;   0;   0;-999;eor
        722;19110607;    1;   0.9;   1;   0;-999;eor
        722;19110608;    1;   1.1;   1;   0;-999;eor
        722;19110609;    1;  23.1;   1;   0;-999;eor
        722;19110610;    1;   0.4;   8;   0;-999;eor
        722;19110611;    1;   0.0;   7;   0;-999;eor
        722;19110612;    1;   0.0;   0;   0;-999;eor
        722;19110613;    1;   5.6;   1;   0;-999;eor
        722;19110614;    1;   4.2;   8;   0;-999;eor
        722;19110615;    1;   0.0;   1;   0;-999;eor
        722;19110616;    1;   0.0;   0;   0;-999;eor
        722;19110617;    1;   6.7;   1;   0;-999;eor
        722;19110618;    1;  16.3;   1;   0;-999;eor
        722;19110619;    1;   4.8;   1;   0;-999;eor
        722;19110620;    1;   7.3;   1;   0;-999;eor
        722;19110621;    1;   0.0;   0;   0;-999;eor
        722;19110622;    1;   0.0;   0;   0;-999;eor
        722;19110623;    1;   0.7;   1;   0;-999;eor
        722;19110624;    1;   1.1;   1;   0;-999;eor
        722;19110625;    1;   0.8;   1;   0;-999;eor
        722;19110626;    1;   0.2;   1;   0;-999;eor
        722;19110627;    1;  14.4;   1;   0;-999;eor
        722;19110628;    1;   0.0;   1;   0;-999;eor
        722;19110629;    1;   0.2;   1;   0;-999;eor
        722;19110630;    1;   6.2;   1;   0;-999;eor
        722;19110701;    1;   5.3;   1;   0;-999;eor
        722;19110702;    1;   1.4;   1;   0;-999;eor
        722;19110703;    1;   1.1;   1;   0;-999;eor
        722;19110704;    1;   0.0;   0;   0;-999;eor
        722;19110705;    1;   0.0;   0;   0;-999;eor
        722;19110706;    1;   0.0;   0;   0;-999;eor
        722;19110707;    1;   0.0;   0;   0;-999;eor
        722;19110708;    1;   4.5;   1;   0;-999;eor
        722;19110709;    1;   0.0;   1;   0;-999;eor
        722;19110710;    1;   0.0;   0;   0;-999;eor
        722;19110711;    1;   0.0;   0;   0;-999;eor
        722;19110712;    1;   0.0;   0;   0;-999;eor
        722;19110713;    1;   0.0;   0;   0;-999;eor
        722;19110714;    1;   0.0;   0;   0;-999;eor
        722;19110715;    1;   1.4;   1;   0;-999;eor
        722;19110716;    1;  10.9;   1;   0;-999;eor
        722;19110717;    1;   5.1;   1;   0;-999;eor
        722;19110718;    1;   0.5;   1;   0;-999;eor
        722;19110719;    1;   0.0;   1;   0;-999;eor
        722;19110720;    1;   0.0;   0;   0;-999;eor
        722;19110721;    1;   0.0;   0;   0;-999;eor
        722;19110722;    1;   0.0;   0;   0;-999;eor
        722;19110723;    1;   1.4;   1;   0;-999;eor
        722;19110724;    1;   0.9;   1;   0;-999;eor
        722;19110725;    1;   0.7;   1;   0;-999;eor
        722;19110726;    1;   2.1;   1;   0;-999;eor
        722;19110727;    1;   0.0;   0;   0;-999;eor
        722;19110728;    1;   0.0;   0;   0;-999;eor
        722;19110729;    1;   0.0;   0;   0;-999;eor
        722;19110730;    1;   0.0;   0;   0;-999;eor
        722;19110731;    1;   0.0;   0;   0;-999;eor
        722;19110801;    1;   0.0;   0;   0;-999;eor
        722;19110802;    1;   0.0;   0;   0;-999;eor
        722;19110803;    1;  12.7;   1;   0;-999;eor
        722;19110804;    1;   0.0;   0;   0;-999;eor
        722;19110805;    1;   0.0;   0;   0;-999;eor
        722;19110806;    1;   2.2;   1;   0;-999;eor
        722;19110807;    1;   0.0;   0;   0;-999;eor
        722;19110808;    1;   0.0;   0;   0;-999;eor
        722;19110809;    1;   0.0;   0;   0;-999;eor
        722;19110810;    1;   0.0;   0;   0;-999;eor
        722;19110811;    1;   0.0;   0;   0;-999;eor
        722;19110812;    1;   0.1;   1;   0;-999;eor
        722;19110813;    1;   0.0;   0;   0;-999;eor
        722;19110814;    1;   6.8;   1;   0;-999;eor
        722;19110815;    1;   1.8;   1;   0;-999;eor
        722;19110816;    1;   4.3;   1;   0;-999;eor
        722;19110817;    1;   0.1;   1;   0;-999;eor
        722;19110818;    1;   3.2;   1;   0;-999;eor
        722;19110819;    1;   0.9;   1;   0;-999;eor
        722;19110820;    1;   0.0;   0;   0;-999;eor
        722;19110821;    1;   4.2;   1;   0;-999;eor
        722;19110822;    1;   0.2;   1;   0;-999;eor
        722;19110823;    1;   0.0;   0;   0;-999;eor
        722;19110824;    1;   0.0;   0;   0;-999;eor
        722;19110825;    1;   0.0;   1;   0;-999;eor
        722;19110826;    1;   0.0;   0;   0;-999;eor
        722;19110827;    1;   0.0;   0;   0;-999;eor
        722;19110828;    1;   0.0;   0;   0;-999;eor
        722;19110829;    1;   0.0;   0;   0;-999;eor
        722;19110830;    1;   0.0;   0;   0;-999;eor
        722;19110831;    1;   0.0;   0;   0;-999;eor
        722;19110901;    1;   0.0;   0;   0;-999;eor
        722;19110902;    1;   0.0;   0;   0;-999;eor
        722;19110903;    1;   0.0;   0;   0;-999;eor
        722;19110904;    1;   3.0;   1;   0;-999;eor
        722;19110905;    1;   0.0;   0;   0;-999;eor
        722;19110906;    1;   0.0;   0;   0;-999;eor
        722;19110907;    1;   0.0;   0;   0;-999;eor
        722;19110908;    1;   0.0;   0;   0;-999;eor
        722;19110909;    1;   3.9;   1;   0;-999;eor
        722;19110910;    1;   0.0;   0;   0;-999;eor
        722;19110911;    1;   0.0;   0;   0;-999;eor
        722;19110912;    1;   0.0;   0;   0;-999;eor
        722;19110913;    1;   2.7;   1;   0;-999;eor
        722;19110914;    1;   8.0;   1;   0;-999;eor
        722;19110915;    1;   0.0;   1;   0;-999;eor
        722;19110916;    1;   0.0;   0;   0;-999;eor
        722;19110917;    1;   1.0;   1;   0;-999;eor
        722;19110918;    1;   1.9;   1;   0;-999;eor
        722;19110919;    1;   0.0;   0;   0;-999;eor
        722;19110920;    1;   0.0;   0;   0;-999;eor
        722;19110921;    1;   4.9;   1;   0;-999;eor
        722;19110922;    1;   0.3;   1;   0;-999;eor
        722;19110923;    1;   8.2;   1;   0;-999;eor
        722;19110924;    1;   0.2;   1;   0;-999;eor
        722;19110925;    1;   0.0;   0;   0;-999;eor
        722;19110926;    1;   2.6;   1;   0;-999;eor
        722;19110927;    1;   3.5;   1;   0;-999;eor
        722;19110928;    1;   6.8;   1;   0;-999;eor
        722;19110929;    1;   5.2;   7;   0;-999;eor
        722;19110930;    1;  17.6;   8;   0;-999;eor
        722;19111001;    1;  13.9;   8;   0;-999;eor
        722;19111002;    1;   1.5;   8;   0;-999;eor
        722;19111003;    1;   0.0;   1;   0;-999;eor
        722;19111004;    1;   0.0;   0;   0;-999;eor
        722;19111005;    1;   3.5;   1;   0;-999;eor
        722;19111006;    1;   0.1;   1;   0;-999;eor
        722;19111007;    1;   3.1;   1;   0;-999;eor
        722;19111008;    1;   3.0;   1;   0;-999;eor
        722;19111009;    1;   3.7;   8;   0;-999;eor
        722;19111010;    1;   0.3;   1;   0;-999;eor
        722;19111011;    1;   0.5;   1;   0;-999;eor
        722;19111012;    1;   0.0;   0;   0;-999;eor
        722;19111013;    1;   1.2;   1;   0;-999;eor
        722;19111014;    1;   6.6;   1;   0;-999;eor
        722;19111015;    1;   1.4;   1;   0;-999;eor
        722;19111016;    1;   0.0;   0;   0;-999;eor
        722;19111017;    1;   0.0;   0;   0;-999;eor
        722;19111018;    1;   0.0;   0;   0;-999;eor
        722;19111019;    1;   0.0;   0;   0;-999;eor
        722;19111020;    1;   0.0;   1;   0;-999;eor
        722;19111021;    1;   9.6;   1;   0;-999;eor
        722;19111022;    1;  15.5;   1;   0;-999;eor
        722;19111023;    1;  11.1;   1;   0;-999;eor
        722;19111024;    1;   0.3;   1;   0;-999;eor
        722;19111025;    1;   2.3;   8;   0;-999;eor
        722;19111026;    1;   9.8;   8;   0;-999;eor
        722;19111027;    1;  11.8;   1;   0;-999;eor
        722;19111028;    1;   6.8;   1;   0;-999;eor
        722;19111029;    1;   0.0;   0;   0;-999;eor
        722;19111030;    1;   0.4;   1;   0;-999;eor
        722;19111031;    1;   2.2;   1;   0;-999;eor
        722;19111101;    1;   1.9;   1;   0;-999;eor
        722;19111102;    1;   0.0;   0;   0;-999;eor
        722;19111103;    1;   0.0;   0;   0;-999;eor
        722;19111104;    1;   0.0;   1;   0;-999;eor
        722;19111105;    1;  14.0;   1;   0;-999;eor
        722;19111106;    1;   7.7;   7;   0;-999;eor
        722;19111107;    1;   1.0;   7;   0;-999;eor
        722;19111108;    1;   0.0;   1;   0;-999;eor
        722;19111109;    1;   3.6;   1;   0;-999;eor
        722;19111110;    1;   0.0;   0;   0;-999;eor
        722;19111111;    1;   3.7;   7;   0;-999;eor
        722;19111112;    1;   9.6;   8;   0;-999;eor
        722;19111113;    1;   0.0;   0;   0;-999;eor
        722;19111114;    1;   0.0;   0;   0;-999;eor
        722;19111115;    1;   2.2;   7;   0;-999;eor
        722;19111116;    1;  10.6;   8;   0;-999;eor
        722;19111117;    1;   8.5;   1;   0;-999;eor
        722;19111118;    1;   2.4;   1;   0;-999;eor
        722;19111119;    1;  12.5;   7;   0;-999;eor
        722;19111120;    1;  15.2;   7;   3;-999;eor
        722;19111121;    1;   2.3;   7;   7;-999;eor
        722;19111122;    1;   1.6;   7;   7;-999;eor
        722;19111123;    1;   0.4;   7;   8;-999;eor
        722;19111124;    1;   1.1;   7;   8;-999;eor
        722;19111125;    1;   1.5;   7;   8;-999;eor
        722;19111126;    1;   0.9;   7;   9;-999;eor
        722;19111127;    1;   0.0;   0;   9;-999;eor
        722;19111128;    1;   0.3;   1;   9;-999;eor
        722;19111129;    1;   0.4;   1;   5;-999;eor
        722;19111130;    1;   0.0;   0;   0;-999;eor
        722;19111201;    1;   0.0;   0;   0;-999;eor
        722;19111202;    1;   0.0;   0;   0;-999;eor
        722;19111203;    1;   0.0;   0;   0;-999;eor
        722;19111204;    1;   3.9;   7;   0;-999;eor
        722;19111205;    1;   0.0;   0;-999;-999;eor
        722;19111206;    1;   1.4;   7;-999;-999;eor
        722;19111207;    1;   0.0;   0;-999;-999;eor
        722;19111208;    1;   0.0;   1;-999;-999;eor
        722;19111209;    1;   5.2;   7;-999;-999;eor
        722;19111210;    1;   0.0;   1;-999;-999;eor
        722;19111211;    1;   8.4;   7;-999;-999;eor
        722;19111212;    1;   0.0;   0;-999;-999;eor
        722;19111213;    1;   0.0;   0;-999;-999;eor
        722;19111214;    1;   2.9;   8;-999;-999;eor
        722;19111215;    1;   0.0;   0;   0;-999;eor
        722;19111216;    1;   0.0;   0;   0;-999;eor
        722;19111217;    1;   0.0;   0;   0;-999;eor
        722;19111218;    1;   0.0;   0;   0;-999;eor
        722;19111219;    1;   4.1;   1;   0;-999;eor
        722;19111220;    1;  35.7;   8;   0;-999;eor
        722;19111221;    1;   7.6;   7;   9;-999;eor
        722;19111222;    1;   8.9;   7;  11;-999;eor
        722;19111223;    1;  12.0;   7;  14;-999;eor
        722;19111224;    1;   4.7;   7;  17;-999;eor
        722;19111225;    1;   7.7;   7;  17;-999;eor
        722;19111226;    1;   8.1;   7;  18;-999;eor
        722;19111227;    1;   9.4;   7;  20;-999;eor
        722;19111228;    1;   7.9;   7;  22;-999;eor
        722;19111229;    1;   2.2;   1;  21;-999;eor
        722;19111230;    1;  13.6;   8;  21;-999;eor
        722;19111231;    1;   4.6;   7;  23;-999;eor
        722;19120101;    1;   2.4;   7;  23;-999;eor
        722;19120102;    1;   2.6;   1;  21;-999;eor
        722;19120103;    1;   8.2;   7;  17;-999;eor
        722;19120104;    1;  12.7;   8;  17;-999;eor
        722;19120105;    1;  23.9;   8;  19;-999;eor
        722;19120106;    1;  14.1;   7;  24;-999;eor
        722;19120107;    1;  14.4;   7;  29;-999;eor
        722;19120108;    1;   5.5;   7;  31;-999;eor
        722;19120109;    1;   5.1;   7;  32;-999;eor
        722;19120110;    1;   0.0;   0;  33;-999;eor
        722;19120111;    1;   0.0;   0;  33;-999;eor
        722;19120112;    1;   0.0;   0;  33;-999;eor
        722;19120113;    1;   0.0;   0;  33;-999;eor
        722;19120114;    1;   0.0;   0;  32;-999;eor
        722;19120115;    1;   0.0;   0;  32;-999;eor
        722;19120116;    1;   0.0;   0;  31;-999;eor
        722;19120117;    1;   0.0;   0;  31;-999;eor
        722;19120118;    1;   0.0;   0;  30;-999;eor
        722;19120119;    1;   0.0;   0;  28;-999;eor
        722;19120120;    1;   0.0;   0;  27;-999;eor
        722;19120121;    1;   0.0;   0;  26;-999;eor
        722;19120122;    1;   2.5;   7;  24;-999;eor
        722;19120123;    1;   5.6;   1;  24;-999;eor
        722;19120124;    1;   0.4;   1;  22;-999;eor
        722;19120125;    1;   0.0;   1;  22;-999;eor
        722;19120126;    1;   4.8;   7;  19;-999;eor
        722;19120127;    1;   1.0;   7;  19;-999;eor
        722;19120128;    1;   5.9;   7;  19;-999;eor
        722;19120129;    1;   2.7;   7;  21;-999;eor
        722;19120130;    1;   1.8;   7;  21;-999;eor
        722;19120131;    1;  10.2;   7;  21;-999;eor
        722;19120201;    1;  12.3;   7;  24;-999;eor
        722;19120202;    1;   0.0;   1;  29;-999;eor
        722;19120203;    1;   0.0;   0;  29;-999;eor
        722;19120204;    1;   0.0;   0;  29;-999;eor
        722;19120205;    1;   2.5;   7;  29;-999;eor
        722;19120206;    1;   3.1;   1;  29;-999;eor
        722;19120207;    1;   1.4;   1;  26;-999;eor
        722;19120208;    1;   0.0;   0;  24;-999;eor
        722;19120209;    1;   0.0;   0;  15;-999;eor
        722;19120210;    1;   0.0;   0;   9;-999;eor
        722;19120211;    1;   2.2;   8;   6;-999;eor
        722;19120212;    1;   3.6;   7;   0;-999;eor
        722;19120213;    1;   1.1;   7;   0;-999;eor
        722;19120214;    1;   2.8;   7;   0;-999;eor
        722;19120215;    1;   1.4;   7;   0;-999;eor
        722;19120216;    1;   1.9;   7;   0;-999;eor
        722;19120217;    1;   0.0;   0;   0;-999;eor
        722;19120218;    1;   0.0;   0;   0;-999;eor
        722;19120219;    1;   0.0;   0;   0;-999;eor
        722;19120220;    1;  10.2;   7;   0;-999;eor
        722;19120221;    1;  17.2;   7;   2;-999;eor
        722;19120222;    1;   3.2;   1;   7;-999;eor
        722;19120223;    1;  13.3;   1;   0;-999;eor
        722;19120224;    1;   6.1;   8;   0;-999;eor
        722;19120225;    1;   0.0;   1;   0;-999;eor
        722;19120226;    1;   0.0;   0;   0;-999;eor
        722;19120227;    1;   9.5;   8;   0;-999;eor
        722;19120228;    1;   7.2;   1;   0;-999;eor
        722;19120229;    1;   0.0;   0;   0;-999;eor
        722;19120301;    1;   0.0;   1;   0;-999;eor
        722;19120302;    1;  15.7;   1;   0;-999;eor
        722;19120303;    1;   3.1;   1;   0;-999;eor
        722;19120304;    1;  15.3;   7;   0;-999;eor
        722;19120305;    1;   4.2;   7;   4;-999;eor
        722;19120306;    1;  13.3;   7;   4;-999;eor
        722;19120307;    1;   6.1;   7;   7;-999;eor
        722;19120308;    1;   0.0;   0;   8;-999;eor
        722;19120309;    1;   0.0;   0;   6;-999;eor
        722;19120310;    1;   0.0;   0;   4;-999;eor
        722;19120311;    1;   0.0;   0;   0;-999;eor
        722;19120312;    1;   0.0;   0;   0;-999;eor
        722;19120313;    1;   0.0;   0;   0;-999;eor
        722;19120314;    1;   0.0;   0;   0;-999;eor
        722;19120315;    1;   2.1;   7;   0;-999;eor
        722;19120316;    1;   4.6;   7;   0;-999;eor
        722;19120317;    1;   0.0;   0;   0;-999;eor
        722;19120318;    1;   7.5;   7;   0;-999;eor
        722;19120319;    1;  11.2;   8;   0;-999;eor
        722;19120320;    1;   3.8;   7;   4;-999;eor
        722;19120321;    1;  17.6;   7;   5;-999;eor
        722;19120322;    1;   2.0;   7;   9;-999;eor
        722;19120323;    1;   4.6;   7;   9;-999;eor
        722;19120324;    1;   1.5;   8;  10;-999;eor
        722;19120325;    1;   3.2;   1;   8;-999;eor
        722;19120326;    1;   0.6;   1;   5;-999;eor
        722;19120327;    1;   2.6;   8;   0;-999;eor
        722;19120328;    1;  15.3;   1;   0;-999;eor
        722;19120329;    1;   1.0;   7;   0;-999;eor
        722;19120330;    1;  16.2;   7;   0;-999;eor
        722;19120331;    1;   1.3;   7;   0;-999;eor
        722;19120401;    1;  19.6;   7;   0;-999;eor
        722;19120402;    1;  18.1;   7;   5;-999;eor
        722;19120403;    1;   0.0;   0;   9;-999;eor
        722;19120404;    1;   0.1;   1;   0;-999;eor
        722;19120405;    1;  23.9;   1;   0;-999;eor
        722;19120406;    1;  10.4;   1;   0;-999;eor
        722;19120407;    1;   0.2;   1;   0;-999;eor
        722;19120408;    1;   1.9;   7;   0;-999;eor
        722;19120409;    1;   7.6;   7;   0;-999;eor
        722;19120410;    1;   7.9;   7;   2;-999;eor
        722;19120411;    1;   8.2;   7;   4;-999;eor
        722;19120412;    1;   5.9;   7;  12;-999;eor
        722;19120413;    1;   0.7;   7;  12;-999;eor
        722;19120414;    1;   7.0;   7;  14;-999;eor
        722;19120415;    1;   0.0;   0;  15;-999;eor
        722;19120416;    1;   0.0;   0;  14;-999;eor
        722;19120417;    1;   0.0;   0;  10;-999;eor
        722;19120418;    1;   0.0;   0;   0;-999;eor
        722;19120419;    1;   0.0;   0;   0;-999;eor
        722;19120420;    1;   0.0;   0;   0;-999;eor
        722;19120421;    1;   0.0;   0;   0;-999;eor
        722;19120422;    1;   0.0;   1;   0;-999;eor
        722;19120423;    1;   0.0;   0;   0;-999;eor
        722;19120424;    1;   0.0;   0;   0;-999;eor
        722;19120425;    1;   0.0;   8;   0;-999;eor
        722;19120426;    1;   0.0;   0;   0;-999;eor
        722;19120427;    1;   0.0;   0;   0;-999;eor
